category,sentence
0,6583651 7106672 1634627431 7629154 14444 7565155 495623304546 7758184 7237479 7565155 1819047270 121399203684727 1702126960 
0,499850244711 1819043191 431315580263 1952802157 30521843427930722 1684107122 448345239412 28268879543625079 495773117552 127991760383078 1685024615 1801807223 
0,30792288643805808 
0,2238912146612996617668114137218732365468950883 495740281187 
0,512970219876 126965162209140 495857003619 
0,1685024615 1852270963 1819043191 461228831348 110442657834354 29113321535923570 474148073335 
0,1819242339 1954047348 110386757132656 
0,29113321535923570 1954047348 500068083053 1701539690 1684104562 499967813996 
0,478626802539 431366301547 435561066349 
0,1802465122 1869442932 121437875889522 
1,1819042147 34179836909086055 435459876208 111550860781933 1819042147 431199119718 126939459445601 125779768604014 875837488 3225144 13624 13624 549830962492216592134768 127970252581220 126939459445601 
0,111477728045155 474108155548213279028837 7234316338220460406 34167742431588976 7453010347556172915 435644491888 125779768604014 2129618696689037634917 1982047556662872531312 1819242339 32760367514808163 128034844730738 540405683947741931140467 
1,544943222699688087806326 7954788 30506402751803507 7235959 52983525122755 2053731697 32199672419475824 1885958772 7308613718930516332 1684956531 206967288632 29118836472034609 1685480306 1096934982634749697836987979353230352458151267 
0,7016996765293633908 1700946274 
0,1819242339 128017497481576 431198464375 431198464356 
0,121413839061764093073779827 29113321570596211 
0,7105641 1819042147 
0,29113321670861155 1819042147 1684955496 435644491888 
0,499850244711 7630700 
0,1953722224 494729703473 495875286388 521577455976 29113321535923570 7760247 478560413032 7308895159716045155 1871509513074325741926 495857265762 
0,113723912251752 8243108416750515315 
0,474108160600481910255209 
0,125780070984051 28259039605779555 431349919602 418431265122 1952870259 2239073892818276803961 
0,34500660182400898144861014073299861534055 444234035047 
0,7563620 435761604985 7566698 29301 1818845549 1702060387 29113321687446888 128017497481576 7173486 7563620 7173486 
0,465674792307 7306924869305070192 30792288643805808 
1,521359221094 1734436979 31071152413113182470485405540 33868526333050778288068781427 7633012 1802860664 2038068595 232854665526 1937012852 1953722211 3159345 6779757 1935896180 28556968903992695 
0,7453010343294756963 7521408771259786602 499850244711 448629993325 
0,6840686 1953390947 6649449 111524989923433 
0,7496035 1920298856 1718378856 444234035047 32766994631979105 
0,521325014900 7954788 521610423905 474108299652363055229293 1953658216 8023152 8023152 1885432947 112615744565877 2054120290 29301 500035838310 2239868759452035539298 1685024615 
0,28537 1937339751 111542270388582 30521791820819553 7954794 111542270388582 133506464637299 431348871283 1684366711 
0,1952937068 6845289 32481173182507373 32481173182507373 7300961 6714487 
0,9224944747508999397519397773667 521577455976 1835101807 115901478365555 1701734758 474108012541324150269298 7628141 1870285922646082416233 549664941783518758987120 491261288817 418364223081 32325946375889314429864275041 1635017076 6777185 110386806878058 9063391159437095338271820704116 
1,599354030750567440946338419190951779 29301 28258979761190753 3158069 25699 8318822960726372214 32763700187574833 474107080027869125113191 1701147238 521611275877 3158065 2037148535 2002874980 7633012 426970936685 232837363512 1935896180 22293688010142909081195999739301977135768737316133741889821570935 
1,29301 122571058224822744022999395 2239871025554241254755 3158069 126875187113840 7312272863631270253 29301 121399003013475 1684956531 1752392035 241461245496 29118836472034609 25443 60711669313312971025758256 153382687984792038147122570797608298344 1999757666150008713074 
0,491496170337 1802661751 1802661751 29113321703962213 482737482867 1702125932 474108519770240317746805 128017496895341 482737482867 1702125932 474108519770240317746805 7954788 8746382394089824627 
0,478560413032 29811 573461027164524464336481 1735290732 1684828003 1885693291 110386908196720 
0,24936 24936 1819242339 1819242339 129104224020579 7089920817612023907 
0,1651470960 
0,461229090915 32503098939569505 126948300911731 
0,2037609826 114844899371366 1918985593 28273260612448102 34177684928883046 29113321804621165 
0,1685024615 2037171606206283015777 7308895142603027827 495774556516 7954788 1851981624645911995762 521577455976 435778317409 28543821707309666 7498081 435610545523 1702260588 
0,1819043191 1701994851 32481125887799159 
1,564017153240687024828533 1935764856 491327481455 128038972186988 7020108456450617197 34178087047009662346380341107 418380476270 1701147238 1926851430842316975202 111516182736740 1936615789 808464433 7633012 111494907916911 1819042147 266305300942691909136237 60673927924300898194438192 2296063857924350213371196273877347 
1,8389772277108140388 1701080931 3546645412548014194 8315165955255919981 521510348146 157051111159337820310869767974041940165816588138359 8243115018434082147 8315161591619413363 65528538826353599114065968 
0,7627127 30806595246583413 
0,1819242339 1954047348 521375147378 
0,478560413032 133519602446178 435492840807 1701539703 6579554 7453010347606439267 1702260588 
0,465625378931 6579554 1819043191 
0,444234035047 1752457570 6779757 1952937068 7235949 
0,1953390947 1885693291 29113321654083956 111516417222000 1701999987 7954800 435493693281 435459551856 7564400 7959906 7954800 
1,7308901791011072370 491327353455 1870285927043859637618 3225972 28258992646088803 7365223 1801807223 122566244847085121111813749 28549272340885089 29113321670861155 8243115018434082147 8315161591619413363 63134373095587585954167088 
0,121381957165416 
0,6907245 1952737636 1871437451022110516594 1701011814 
0,1819043191 7630700 126888071227508 1907970651190767673704 34165620416080236 495840224633 495672846707 1936875874 1868723312 1702194274 474316170600 444234035047 
0,1885693291 30787920645939568 1970170226 126888071230050 
0,127991761166708 29401393683915122 7498099 110386773516643 7564659 126947982271842 1907970663289573238134 32760384526971504 504161727088 1684828020 521325014900 24944 1953394532 28547038957496685 
0,495857268071 28259001237139319 2036625250 32495419253613938 1701999987 8389753572827293811 521611145079 1819043191 2003790963 495874958708 435476329831 2037169923880595584623 517030569330 435779104633 121424956188018 521611145079 7105641 1885693291 7956021537170812774 
0,1751213433 1701999987 111516417617763 32481173182507373 461228831348 127978959561079 
0,7955816 435777791340 6777186 1818322276 1701994851 
0,7955816 1702125932 1952802157 3486777 
1,111516182736740 1936615789 1937012852 32484471600016694 1701147238 1926851430842316975202 111494907916911 2037280627 418380476270 7020108456450617197 126879481686128 1819042147 266305300942691909136237 60673927924300898194438192 625108414173948843813967959031570787 
0,7108463 495722916204 
0,8243115018434082147 435459026032 1819042147 
0,28013 1701669236 1953394532 7239014 
1,495673699636 1718378856 435459551856 111494907916911 119165821019506 128038972186988 107143955833187 126879481686128 1701147238 435644491888 126892467106097 1819042147 9221228509428682815622967619437 1701147238 66746946489446988541605936 111550524584053 550016511630375721792111 
0,7370105 448344782188 127978858509666 7627109 
0,6845800 1702125932 29286 125779969993060 
0,7955816 7627123 444234035047 478661602921 32481172846831984 488440489530521194555755 
0,29113321704812397 
0,111477644486255 7364972 1836019570 1937334628 500068280676 1953851507 
0,1801677168 1953853282 114844895294263 1701669236 444234035047 
0,122571058225122966498338160 431415719777 474108155541641761677667 8390046025723572077 32772479289292131 448629993325 110429673252208 
0,7453010364803148915 1819042147 1954047348 3699303 1801678706 7563635 1684956531 1954047348 7234935 1701536119 
0,29113321805608304 8319104461573420386 8315178135798901104 7566177 7741528752871661926 1852141679 111516417222000 6649449 7628141 28554821437188464 1836019570 1953658216 1818584422 7234316338220460406 
0,1685024615 29113321703962213 7498099 27745 469785928051 35195846383475301204216699793556839620983 521577455976 133463750960494 435459027559 6582119 491327481455 8825104626542354855333073609076 479033077882812231151466 492922974874394147318118 2147128678815865007201 42815355060170262321799202356174379749397935009132403 418380017257 
0,8391721694211698024 111494907914339 431315315046 6906212 418464555383 120282512849267 9066504058292247914488859026529 30243645579093358 9066504058292247914488859026529 
1,1701147238 7308901791011072370 1954047348 211312260920 2037149552 1954047348 211312260920 1702195828 1701736308 892614704 14130030962620466 13873 7631665 1701147238 495622975348 2203246564589867071539 431352890213 7633012 
0,1918985572 115897065105507 1802264948 
0,1919508840 469785473635 28259031267764339 
0,1907970651190767673704 
0,7366009 499850244711 122580392423691054598352748 1935764856 1701147252 29113321704813922 1952937068 126943972390003 1920298856 
0,1634230632 29113321838441060 6714229 7233901 7630700 32495402291786867 
0,1819043191 545238445195757677144420 495857003619 28016 7758182 8315736636032967012 1701867368 7954788 111486184091491 6581367 1685024615 1953390947 2036429939 1702125932 8606223248749588340 1701669236 435459026032 
0,478560413032 1685024615 1801807223 521359221094 461413904996 
0,121398934725992 31647743100548450 
0,122618301631468474989765997 1954047348 29113321788762477 478976730548517427111283 29113321788762477 125779768604014 29113321788762477 7310575179207173491 29113321788762477 29113321788762477 7630700 29113321788762477 33868526480047977698163455334 
0,1836019570 500068609904 1852797545 1851878512 28268879543625079 
0,7565155 444234033268 
0,495622646639 7105641 7233913 7694698 1885956979 6582881 7304047 1701734755 7234916 7631469 1751215202 1751215202 1751215202 
0,444234035810 521375999351 
1,3158065 113723913298276 28538277257700723 1819042147 61882797898708419209083184 32306390078611313473883762530 
0,31654336125823095 1953394532 482737482867 
0,32765890658462817 1818324839 
1,1701147238 521611275877 207050941123 133506565236087 133507968133699239320317795 1954047348 1685221239 7235959 232870916152 14385 25460 557957630885388749179027012367906679 
0,32765890658462817 7105641 1684104552 32481173182507373 1954047348 1952802157 
1,1684956531 1869049708 29301 491328532332 495622906222 110386806878058 500135191912 7633012 1702260588 212155064686 216450031982 478593314669 1702260588 1835099233 6649445 69174242718084263419393840 237149108024 478610481529 589147367087212462393506196132884336 478594496628 7562337 1882207537 
0,30803309597255033 1801807223 1702259052 1819042147 
1,1851984984736300691299 113723913298276 28538277257700723 28259039673871973 435644491888 521359221094 1684957542 1819042147 7308895159531233644 63101168451851724658915632 38175704232631595160656887345780910878576 
0,1635150195 119183001218920 6383713 
1,128017496502901 111516298932077 125779768604014 28258979761190753 52983525188291 435845427824 474107080027869125113191 1819042147 64324316856951251965851952 1684955500 469919427683 808661043 431265440118 495840670257 
0,1684956531 29301 32480047632314982 28559167692432754 29301 435459551094 7453010343261204595 521515500251718586759269 1926777672269497393969 8751734769447956018 549830962474705976914739 133472407482932 1819633205 7306093638347682913 1833826483133253382710 2036888375 122660692320837979585405240 133515206551097 1952937068 488440488389305401766505 1952937068 28548142445522796 521510348146 
0,465675053171 495857268071 
0,479069250815927071826273 1918985572 
0,1852399984 2037169923880628351605 444234033268 
0,1870354335285908632421 3166872515 1684957549 1952868716 7565155 7496035 521325014900 
0,7630455 7959906 7826786 7496035 139576209425319167009452661 7959158 2148280763617959703157 30312 7306916073195923571 1952937068 1871364260986997662060 111477796466547 1735291489 7563620 7630177 1952937068 2129761667307100397932 1651470960 
0,7453010330410836343 30324 7499628 
0,31073733857143142 29113321653499238 32481173182507373 28268922578101618 7957695015460107633 
